COUNTER;TITEL;INHOUD;MATERIAAL;LOCATIE_TOEVOEGING;BEELDMATERIAAL_BIJSCHRIFT;BEELDMATERIAAL_FOTOGRAAF;TEKST_AUTEUR;URL_HGA;LOCATIE;LAT;LON;HUISNUMMER;STRAATNAAM;KUNSTENAAR;KUNSTENAAR1;KUNSTENAAR2;KUNSTENAAR3;X;Y
583;Zonder titel;"<p>Geknield op het trottoir met zijn hoofd onder een stoeptegel, bedolven onder een stapel boeken of hangend aan een brandende balk: met deze zwartwitfoto’s veroverde de in IJsland geboren kunstenaar Sigurdur Gudmundsson in de jaren zeventig van de 20e eeuw de Nederlandse kunstwereld. De foto’s laten de kunstenaar zien in allerlei absurde houdingen en ongerijmde situaties. Ze zijn gebaseerd op vreemde gedachtespinsels en merkwaardige ensceneringen.</p>
<p>Tien jaar later drukt Gudmundsson zich niet langer uit in absurde, geënsceneerde foto’s. In de beeldhouwkunst vindt hij dan een meer passend medium. Net als in de schilderkunst vindt er op dat moment ook binnen de beeldhouwkunst een grote verandering plaats. Nadat jarenlang de beeldhouwkunst werd gedomineerd door abstractie en minimalisme kwam er begin jaren tachtig ruimte voor figuratie, het verhalende en het tactiele. De spraakmakende tentoonstelling ‘Het Grote Gedicht’ in de Grote Kerk van Den Haag (1994) markeert die overgang van abstracte, minimale sculptuur naar een uitermate vrije beeldhouwkunst. De titel van de expositie is ontleend aan een gelijknamig beeld dat Gudmundsson in 1981 voltooide.</p>
<p>In zijn werk verenigt de IJslandse kunstenaar, die zich in 1970 definitief in Nederland vestigde, zijn romantische visie op de ruige natuur, de poëzie en de schoonheid met degelijke beeldhouwkunst en een deels conceptuele benadering. De gekozen materialen zijn zwaar, basalt, beton, brons met lichtere accenten als veertjes of glas. De vormen, een toren, een huis, een boot, waarin Gudmundsson deze materialen presenteert, ontleent hij aan de voor iedereen herkenbare archetypische beeldenwereld. Hij streeft naar sculpturen die enerzijds een poëtische en persoonlijke uitstraling bezitten maar anderzijds ook tijdloos en universeel zijn.</p>
<p>Voor het Sokkelproject ontwierp Gudmundsson een kop. Doorgaans zou dat bij deze beeldhouwer een beeld uit één stuk hebben opgeleverd. Zijn sokkelbeeld is echter transparant doordat het is opgebouwd uit bronzen takken. Nog zo’n oervorm.</p>
";Brons;;Zonder titel, Sigurdur Gudmundsson, 1996. Situatie in centrum Den Haag. Momenteel staat dit beeld in de Open Opslag Beeldengalerij in het Zuiderpark.;Ralph Kämena;Wim van der Beek, eindredactie Sandra Spijkerman;https://www.orenenogentekort.nl/wp-content/uploads/2021/09/Kopie-van-17.-Sigurdur-Gudmundsson-beeld-zonder-titel.mp3;Meester P. Droogleever Fortuynweg 9, 2533 SR Den Haag, Nederland;52.057152244459346;4.290884643933115;9;Meester P. Droogleever Fortuynweg;Gudmundsson, Sigurdur;;;;79811.593301342;452661.827324829
584;Sperwer;"<p>Tussen de glimmend roestvrijstalen buizen op de sokkel van Emo Verkerk ontdek je pas als je dichterbij komt een zwarte vogel. Het werk doet in de verte denken aan het beeld van een wegvliegende eend (‘Lente-eend’, 1990), dat de kunstenaar maakte kort nadat zijn vader was overleden. Het wegvliegen van de eend wordt daarin gesuggereerd door de golvende beweging van het materiaal. In het sokkelbeeld doet Verkerk iets vergelijkbaars. De buizen doen denken aan een kooi, maar zouden ook de vlucht van een sperwer kunnen verbeelden.</p>
<p>Het sokkelbeeld is eigenlijk niet makkelijk te herkennen als een ‘Verkerk’. Hij geniet vooral bekendheid met zijn portretten, eigenlijk collages van beschilderde stukken doek, hout of karton, waarmee hij gelijk na het afronden van de Ateliers ’63 in 1980 de kunstwereld veroverde. Aanleiding voor die portretten was een inspirerend interview met de Britse schilder Francis Bacon, dat hem ervan overtuigde dat een kunstwerk een eigen zeggingskracht moest bezitten. Voor Verkerk betekent dit dat je je als kunstenaar sterk verbonden moest voelen met het onderwerp. Zo kwam hij ertoe door hem bewonderde schrijvers, musici en beeldend kunstenaars in beelden te vatten. Daartoe geeft hij hen attributen en een omgeving mee die passen in zìjn idee over hen.</p>
<p>Na alle media-aandacht in de jaren tachtig begon Verkerk geleidelijk twee soorten werken te maken: enerzijds meer traditioneel geschilderde portretten en landschappen, en anderzijds geassembleerde objecten, zoals de vogels. In tegenstelling tot zijn portretten maakte hij deze uit het hoofd, ‘origineel en zonder reflectie’. De vogels zijn samengesteld uit stukjes restmateriaal, zoals hout, een deurknop of een dobber, soms nog beschilderd. Het sokkelbeeld met het dopje als snavel is een in roestvrij staal en brons gegoten assemblage.</p>
";Roestvaststaal;;Sperwer, Emo Verkerk, 2005. Situatie centrum Den Haag. Momenteel staat dit beeld in de Open Opslag Beeldengalerij in het Zuiderpark.;Stroom Den Haag;Lidwien Nielander, eindredactie Sandra Spijkerman;https://www.orenenogentekort.nl/wp-content/uploads/2021/09/Kopie-van-14.-Emo-Verkerk-Sperwer.mp3;Mr. P. Droogleever Fortuynweg, Den Haag, Nederland;52.053537;4.2885243;;Mr. P. Droogleever Fortuynweg;Verkerk, Emo;;;;79643.6370734272;452262.081133318
585;Mansportret;"<p>Volledig toegewijd aan het portret, dat is beeldhouwer Gert Germeraad. Hij maakt koppen, bustes, torso’s van bestaande personen. Deze baseert hij aan de ene kant op geschilderde of getekende zelfportretten van andere kunstenaars. Daarnaast vormen theorieën bijvoorbeeld over fysiognomie ofwel ‘de kunst van het lezen van gezichten’, een inspiratiebron. Kortom Germeraad is geïnteresseerd in het portret in de breedste zin van het woord.</p>
<p>We zouden deze beeldhouwer een tolk kunnen noemen, die tweedimensionale kunstwerken uit het verleden vertaalt in zijn eigen moderne, driedimensionale beeldtaal. Uit klei vormde Germeraad portretkoppen naar voorbeeld van profielschetsen van Albrecht Dürer (1471-1528). Tegelijkertijd is hij onderzoeker. Zijn bronzen sokkelbeeld ‘Mansportret’ komt voort uit een studie naar het zelfbeeld van kunstenaars. Daarbij betrok hij ook de naakte zelfportretten van de Weense kunstenaar Egon Schiele (1890-1918), die met intense gevoelens zijn eigen magere mannenlichaam tekende. Germeraad maakte op basis van deze tekeningen een serie langgerekte torso’s. Dat motief paste hij toe in ‘Mansportret’. Vagelijk valt nog Schieles invloed in het beeld te bespeuren: het magere jongensachtige lichaam, de smalle schouders, het naar verhouding te grote hoofd met het hoge voorhoofd. En de naaktheid die het kunstwerk een erotische lading geeft.</p>
<p>Germeraad geeft echter altijd een eigen draai aan zijn beelden. ‘Mansportret’ is geen letterlijke vertaling van een tekening van Schiele, maar het portret van een fictieve persoon. Iemand met verlangens en emoties. Emoties die naar binnengericht zijn in plaats van naar buiten, zoals bij Schiele. Het accent ligt niet zozeer op de lelijkheid, als wel op de kwetsbaarheid. En het kunstwerk is geen schreeuw, maar de weergave van een contemplatief moment. ‘Deze man houdt zichzelf vast terwijl hij in de wereld staat en nadenkt’, vertelt Germeraad.</p>
";Brons;;Mansportret, Gert Germeraad, 2002. Situatie in centrum Den Haag. Momenteel staat dit beeld in de Open Opslag Beeldengalerij in het Zuiderpark.;Ralph Kämena;Nicole Spaans, eindredactie Sandra Spijkerman;https://www.orenenogentekort.nl/wp-content/uploads/2021/09/Kopie-van-18.-Gert-Germeraad-Mansportret.mp3;Meester P. Droogleever Fortuynweg 9, 2533 SR Den Haag, Nederland;52.057152244459374;4.290627151867685;9;Meester P. Droogleever Fortuynweg;Germeraad, Gert;;;;79793.9347507226;452662.094046119
586;Schapeman;"<p>Niet op de nek, maar voor zich. Zo draagt de herder het schaap dat hij gaat wassen. Eenvoudig te zien is het niet, want in het sokkelbeeld ‘Schapeman’ uit 2001 van Pearl Perlmuter zijn mens en dier haast één geworden.</p>
<p>Het eerste afgietsel van ‘Schapeman’ zag reeds in 1967 het licht. Tijdens een vakantie op Kreta sloeg Perlmuter herders gade, die hun schapen voor het scheren aan de voorpoten optilden om ze vervolgens in het water te laten zakken. Voor haar een bijna rituele onderdompeling, waar ze inspiratie uit putte. Haar gevoelens en associaties verwevend met het tafereel van de schaapscheerders en hun dieren, kwam Perlmuter tot het beeld ‘Schapeman’. De plastische vormen lopen zo sterk in elkaar over dat moeilijk te ontrafelen is waar de mens begint en het dier eindigt. Op z’n bokkenpoten verwordt de herder zelfs haast tot een mythologische verschijning, half dier half mens.</p>
<p>Met zeer expressieve beelden maakte Perlmuter na de oorlog furore. Ze behoorde samen met haar echtgenoot Wessel Couzijn (1912-1984), Lotti van der Gaag (1923-1999) en Willem Reijers (1910-1958) tot de vernieuwers van de beeldhouwkunst in Nederland. Wat weinigen aandurfden, deed Perlmuter. Ze gaf zich over aan de materie en het experiment. Vooral toen ze rond 1957 niet langer in klei en gips maar in was ging modelleren, maakten massa en volume plaats voor lineaire elementen, en werden haar bronzen abstracter en vrijer. Het is echter geen blijmoedige vrijheid die ze verbeeldt. Haar kunst is een indringende uiting van woede over het onrecht in de wereld. Persoonlijke ervaringen en thema’s als strijd en bevrijding lopen als een rode draad door Perlmuters oeuvre. Sinds het eind van de jaren zeventig heeft zij minder beelden gemaakt, maar Perlmuter bleef strijdlustig en bevlogen voor vrouwen in de beeldende kunst.</p>
";Brons;;Schapeman, Pearl Perlmuter, 2001. ;Ralph Kämena;Nicole Spaans, eindredactie Sandra Spijkerman;https://www.orenenogentekort.nl/wp-content/uploads/2021/09/Kopie-van-16.-Pearl-Perlmuter-Schapenman.mp3;Kalvermarkt 32 G, 2511 CB Den Haag, Nederland;52.078223287566814;4.317206599475112;32 G;Kalvermarkt;Perlmuter, Pearl;;;;81651.2820874778;454979.049999451
587;Space Duck Racer;"<p>“Deze is voor ons!” Dit riep een ADO-supporter kort nadat Space Duck Racer op 13 januari 2011 geplaatst was voor de Haagse Bijenkorf. Ongetwijfeld zag deze enthousiaste voetbalfan grote overeenkomst tussen de kleuren van het beeld en de groengele clubkleuren van ADO. De maker van de sculptuur, Hans van Bentem (1965), was blij met dit warme onthaal van zijn ruimte-eend. De eend, bril en helm op, berijdt een klein karretje waar de vlammen uitslaan en bestormt met een duizelingwekkende vaart de hemel.</p>
<p>Van Bentem lijkt met zijn beeld een driedimensionale stripfiguur te hebben gecreëerd. En dat is typerend voor Van Bentem. Ooit maakte en beschilderde hij zijn eigen skateplanken. Nu is hij gefascineerd door de populaire beeldcultuur, waaronder street art en uitingen van subculturen. Zijn race-space-eend zou zo weggelopen kunnen zijn uit een gekke sciencefiction strip. Maar zijn creatie voert hij dan wel uit in keramiek, dat al duizenden jaren door de mens wordt gebruikt. Het verleden, dat is zijn tweede muze. Vaak gebruikt de kunstenaar ambachtelijke materialen en put hij uit kunstgeschiedenis, oude verhalen en symbolen.</p>
<p>Van Bentems sculpturen hebben regelmatig verborgen betekenissen. Soms is dat een symbolische betekenis, zoals bij zijn beelden voor de Shri Vishnu-school waarmee hij naar Hindoegoden verwijst. Soms is dat een maatschappijkritische, zoals bij zijn raketten van keramiek, die hij beschilderde met oude Aziatische motieven en in 2009 exposeerde in Beijing.</p>
<p>Toch is bij Van Bentem niet altijd meteen duidelijk hoe vorm en inhoud zich verhouden. Met zijn gebrilde eend heeft hij ‘gewoon een lekker fris beeld willen maken’ dat zich staande weet te houden in de oude binnenstad met zijn drukke verkeer en vele impressies. Tijdens het ontwerpen dacht Van Bentem aan de beeldtaal van gokhallen en fruitmachines. Het resultaat is een waanzinnig sokkelbeeld dat erin slaagt de grootstedelijke chaos te overstemmen. Bij het racen schiet de eend net niet uit de bocht: zijn wielen blijven keurig binnen de sokkel.</p>
";Keramiek;;Space Duck Racer, Hans van Bentem, 2011;Ralph Kämena;Sandra Spijkerman;https://www.orenenogentekort.nl/wp-content/uploads/2021/09/Kopie-van-29.-Hans-van-Bentem-Space-Duck-Racer.mp3;Grote Marktstraat 55, 2511 BH Den Haag, Nederland;52.07678894738769;4.312841349845904;55;Grote Marktstraat;Bentem, Hans van;;;;81349.6955850646;454823.898950444
534;Wachters;"<p>Soms lijkt beeldende kunst heel begrijpelijk, herkenbaar en voor de hand liggend, maar meestal is er meer aan de hand dan mensen in eerste instantie denken of vermoeden. Een voorbeeld daarvan zijn de man en de vrouw die op twee metershoge zuilen zitten voor de ingang van een flatgebouw aan de Loosduinseweg.</p>
<p>Ogenschijnlijk gaat het om twee gewone mensen. Zij heeft haar hoofd weggedraaid van het flatgebouw en kijkt aandachtig naar de bewegingen op straat. Hij lijkt minder geïnteresseerd in het straatbeeld en kijkt naar haar. De houding van beiden is losjes. Hij leunt met een arm op een opgetrokken been en zij laat haar onderbenen ontspannen bungelen. De man draagt een blauw pak en de vrouw is gekleed in een rood mantelpakje met een bijpassend dophoedje dat net iets te potsierlijk is.<br />
Het lijkt een ongedwongen pose van twee mensen die gewoon lekker zichzelf zijn. Toch klopt er iets niet. De man en vrouw zitten op metershoge zuilen waar ze zonder hulp van derden nooit vanaf kunnen. De brandweer zal er aan te pas moeten komen of hulpvaardige buren moeten het tweetal met een ladder uit hun onhoudbare positie bevrijden.</p>
<p>De situatie is vooral merkwaardig omdat niets in de lichaamstaal van man en vrouw wijst in de richting van paniek, alsof ze zo opgaan in hun samenzijn dat ze zich niet bewust zijn van hun benarde positie. Maar er is nóg iets vreemds aan de hand. Hoe close ze ook lijken te zijn, tussen de man en vrouw gaapt een enorme kloof die niet zonder kleerscheuren of botbreuken te overbruggen is. Dit vreemde spanningsveld is kenmerkend voor de kunst van Berry Holslag. In al haar kleurrijke en grote keramische sculpturen verbeeldt zij mensen in hun dagelijkse doen. Door vervreemding zet ze je echter daarover aan het denken.</p>
";beton en keramiek;voor de entree van een flatgebouw;Wachters, Berry Holslag, 1988;Ralph Kämena;Wim van der Beek, eindredactie Sandra Spijkerman;;495a Loosduinseweg;52.0725469889314;4.28946306519611;495a;Loosduinseweg;Holslag, Berry;;;;79739.9999824405;454375.9593038
535;Bevrijdingsmonument;"<p>Theatraal heft de vogel zijn kop en spreidt hij zijn vleugels. Het is de uit zijn as herrezen mythologische vuurvogel Phoenix, die zichzelf op hoge leeftijd verbrandt om als jonge vogel terug te keren. Dit bronzen dier, symbool van verjonging en wederopstanding, bekroont een stompe gedenknaald van steen. Met zijn keuze voor de Phoenix, als hoofdelement van het Loosduinse bevrijdingsmonument, gaf de Haagse beeldhouwer Pieter Biesiot aan na de Tweede Wereldoorlog vooruit te willen kijken en het nieuw verkregen leven in vrijheid te willen omarmen. De stenen naald met erin de namen van de 24 tijdens acties omgekomen Loosduiners, laat de andere kant zien: de donkere periode van de oorlog en de onderdrukking door de Nazi’s. Behalve de bronzen Phoenix, maakt vooral deze reeks van namen indruk.</p>
<p>De religieuze Biesiot vervaardigde veel kerkelijke kunst, zoals kruisbeelden en madonna’s. In kerken in Den Haag, maar ook daarbuiten, treffen we kunstwerken van hem aan. Zijn niet-kerkelijke kunst vinden we in scholen en openbare gebouwen, op pleinen of een brede stoep, zoals het bevrijdingsmonument in Loosduinen op de splitsing van de Lippe Biesterfeldweg en de Loosduinse Hoofdstraat.</p>
<p>Van de ontwerpen voor dit kunstwerk bleven krantenberichten met foto’s bewaard. Deze tonen de ontwikkeling van ontwerp tot monument. In de eerste opzet waren de Phoenix en de namen al aanwezig. Daarnaast stonden er twee figuren in het steen, een geallieerde soldaat en een verzetsstrijder. Biesiot liet ze in het uiteindelijke ontwerp achterwege. Het lijkt tegenstrijdig, maar deze versobering gaf het werk juist meer zeggingskracht. Burgemeester mr. F.M.A. Schokking zei er het tijdens de onthulling in 1955 het volgde over: ‘Dit monument staat er om als het ware iedere voorbijganger iets toe te roepen. Niets zou het betekenen als er gedachteloos langs gegaan wordt’.</p>
";Brons / steenachtig;op de hoek met de Lippe Biesterfeldweg en de Bram Frosstraat;Bevrijdingsmonument, Pieter Biesiot, 1955;Ralph Kämena;Nicole Spaans, eindredactie Sandra Spijkerman;https://haagsgemeentearchief.nl/mediabank/beeldcollectie/detail/00ff6abe-a27f-13d2-45ef-5dd1945eb65b/media/60b0cbd9-59ba-48c6-a43f-f682baa8afda?mode=detail&view=horizontal&q=bevrijdingsmonument&rows=1&page=6;Loosduinse Hoofdstraat 115-127, A, 2552 AA Den Haag, Nederland;52.05438687531339;4.239682930758977;115-127;Loosduinse Hoofdstraat;Biesiot, Pieter;;;;76295.3841998683;452408.456321949
536;Carillon;"<p>Ondanks het vrolijke geluid heeft het carillon dat geplaatst werd op het Loosduinse Hoofdplein heel wat voeten in de aarde gehad. Toen het plein met winkelcentrum eind jaren zeventig van de 20e eeuw werd gerealiseerd, was één procent van de bouwsom bestemd voor een kunstwerk. Een deel van de bevolking wilde een carillon, een ander deel een kunstwerk. Het alternatieve &#8216;kunstklokkenspel&#8217; van Mathew Filipowski werd het compromis: de gemeente zorgde voor het kunstwerk, een inzamelingsactie garandeerde de komst van het carillon dat uiteindelijk door de Koninklijke Klokkengieterij in Asten werd geleverd.</p>
<p>Het ontwerp van de van oorsprong Amerikaanse kunstenaar Filipowski werd gekozen uit vijftig voorstellen. Het resultaat is een stalen constructie waarbij de klokken zijn gevat in vijf transparante driehoeken in goudgeel en azuurblauw. Het geheel refereert conform de geformuleerde opdracht aan het wapen van Loosduinen, &#8216;zijnde van lazuur en beladen met drie duinen van goud&#8217;. Filipowski werd opgeleid in Boston en woont sinds 1979 in Tilburg. Hij bouwde in Nederland een verdienstelijke reputatie op. Zo maakte hij voor Tilburg een beeld dat uitbundig geprezen werd om de &#8216;lyrische geaardheid die gestalte krijgt in de prachtige en ambachtelijke wijze waarop de maker zijn stalen objecten kleur en vorm geeft&#8217;.</p>
<p>Het carillon zelf houdt de herinnering levend aan Arnold Spoel (1859-1910). Het Loosduinse Hoofdplein kreeg haar huidige naam pas in 1982. Voor die tijd maakte het deel uit van het Arnold Spoelplein dat even verderop aan de Symfoniestraat ligt. Spoel genoot bekendheid als Haagse zanger en zangpedagoog. Daarnaast was hij ook componist, onder andere van het kinderwijsje ‘Onder moeders paraplu’. Zijn naam en het carillon mogen in deze buurt dan ook niet ontbreken.</p>
";brons, staal, aluminium en plastic;middenop het plein;Carillon, Matthew Filipowski, 1986;Ralph Kämena;Lidwien Nielander, eindredactie Sandra Spijkerman;;Loosduinse Hoofdplein 223, 2553 CR Den Haag, Nederland;52.05309595042843;4.23475567929422;223;Loosduinse Hoofdplein;Filipowski, Matthew;;;;75955.1811956945;452270.19675086
560;Monument Van Karnebeekbron;"<p>Nederland kent geen grote traditie op het gebied van fonteinen. Wellicht laat zich dat verklaren uit het feit dat ons lage land weinig natuurlijke spuitbronnen bezit. Als reden is ook wel genoemd dat fonteinen ‘te opzichte dingen’ zouden zijn. Voor het gebruik van stromend water in een monument zou een bron een ‘bescheidener alternatief’ zijn.<br />
Bij het Vredespaleis staat zo’n bron: de Van Karnebeekbron, daar in 1915 geplaatst als eerbetoon aan de Carnegiestichting. Het monument draagt de naam van Abraham van Karnebeek (1836-1925). Deze jurist en specialist in internationaal recht was vice-voorzitter van de Eerste Haagse Vredesconferentie in 1899. Bovendien had hij zich als voorzitter van de Carnegiestichting beijverd voor de installatie van een permanent Hof van Arbitrage. In 1913 was het zover: Van Karnebeek opende het Vredespaleis.<br />
De opdracht voor het monument Van Karnebeekbron was naar kunstenaar Willem Brouwer gegaan. Hij had met zijn terracotta bouw- en sierelementen voor de binnenhof van het Vredespaleis (1909-1911) veel naam gemaakt. Deze keramist pur sang vervaardigde met name vazen en schalen, maar legde zich na 1905 toe op de ontwikkeling van monumentaler keramiek: terracotta tuinornamenten en bouwaardewerk. Menig architect paste Brouwers nieuwe product in de eerste twintig jaar van de 20e eeuw toe.<br />
Ook de Van Karnebeekbron is opgebouwd uit terracotta bouwonderdelen. In de vormgeving zien we verwantschap met de Art Nouveau. Vooral in de goudgeel omrande letters van het opschrift herkennen we het sierlijke lijnenspel van deze kunststroming van rond 1900. Verder is de bron bescheiden gedecoreerd en ingetogen van vorm en kleurstelling. Brouwer gebruikte een speciaal soort zanderige, witgele klei voor de stenen. Gebakken is de gelijkenis met zandsteen bedrieglijk goed. Brouwer imiteerde het zandsteen ongetwijfeld omwille van de zachte kleur en textuur, maar ontwikkelde tegelijkertijd een weinig erosiegevoelig, hard bouwelement dat zeer geschikt is voor toepassingen buiten.</p>
";steen;;Monument Van Karnebeekbron, Willem Coenraad Brouwer, 1915;Ralph Kämena;Nicole Spaans, eindredactie Sandra Spijkerman;;Carnegielaan 1, 2517 KH Den Haag, Nederland;52.08823256891029;4.295450299128545;1;Carnegielaan;Brouwer, Willem;;;;80176.7037251035;456114.789753384
561;Monument mr. Hendrik Coenraad Dresselhuys;"<p>De automobilist raast eraan voorbij; de wandelaar staat er wellicht even bij stil, de gedichten op het gedenkteken voor Hendrik Dresselhuys (1870-1926). Het monument staat wat onopvallend in het groen langs de Carnegielaan tegenover de Rustenburgweg, aan de rand van de tuin van het Vredespaleis. En juist hier is het gepast deze grote voorstander van vreedzame beslechting van internationale conflicten te eren. Dresselhuys was een warm pleitbezorger van de Volkenbond, de latere Verenigde Naties, en de eerste voorzitter van de liberale staatspartij ‘de Vrijheidsbond’ (voorloper VVD). Vijf jaar na zijn dood in 1926 werd een monument voor hem opgericht.<br />
Beeldhouwer Arend Odé vervaardigde het gedenkteken. Hij hing de academische principes van de 19e eeuw aan en werkte in een weinig experimentele, doch zeer vakkundige trant. Ondanks een keur aan beeldhouwers die nieuwe wegen waren ingeslagen, gaven comité’s bij het verlenen van opdrachten voor monumenten en standbeelden de voorkeur aan meer traditioneel werkende beeldhouwers, zoals Odé.<br />
Toch wordt Odé tekort gedaan als we zijn werk als ‘ouderwets’ bestempelen. Het monument voor Dresselhuys is zonder meer eigentijds. De streng symmetrische opbouw, het goedgelijkende bronzen portretmedaillon en de gestileerde vormgeving van de twee vrouwenfiguren met gedichten, zijn typerend voor de jaren dertig. Verder is de sterke relatie tussen woord en beeld ook karakteristiek voor die tijd. Zo draagt de rechterfiguur gebroken ketenen als symbool van vrijheid. Dit begrip staat centraal in het bijbehorende gedicht. De figuur links heeft een palmtak in de hand ten teken van vrede, het thema van het gedicht ernaast</p>
<p>‘Vrede brengen wapenvrede<br />
of arbeidsvrede betekent<br />
verzoenen, opbouwen van<br />
zichzelf geven: alleen uit<br />
vrede wordt het goede geboren.’</p>
<p>‘Vrijheid is de natuurlijke<br />
sfeer van geestelijk en<br />
economisch leven: vrijheid<br />
begrensd door verant-<br />
woordelijkheid en recht.’</p>
";steen en brons;;Monument mr. Hendrik Coenraad Dresselhuys, Arend Odé, 1931;Ralph Kämena;Nicole Spaans, eindredactie Sandra Spijkerman;;5 Carnegielaan;52.0871465579929;4.2932790401707;5;Carnegielaan;Odé, Arend;;;;80026.0833629499;455996.211395223
562;Monument voor gebroeders Maris;"<p>Je leest het niet direct aan dit beeld zelf af, maar de maker van dit ‘Monument voor de gebroeders Maris’ koesterde een grote liefde voor de arbeidende mens. In de meeste van zijn andere sculpturen zijn werkende landarbeiders en zwoegende vissers te zien. Daardoor wordt Charles van Wijk gerekend tot de zogeheten arbeiderskunstenaars, waarvan de Nederlander Herman Heijenbrock en de Vlamingen Constant Permeke en Constant Meunier de meest bekende zijn. Dat zware arbeid sporen in het lichaam nalaat, is in hun beelden duidelijk te zien. De figuren ogen doorleefd.<br />
Het ‘Monument voor de gebroeders Maris’ is echter minder expressief. Het is eerder klassiek van aard. Van Wijk heeft hier een hommage willen brengen aan twee van de drie beroemde schilders Maris. Ook zij hadden arbeiders en taferelen uit hun dagelijks leven tot onderwerp van hun kunst verheven. Bovenin het beeld heeft Van Wijk twee ronde, bronzen portretreliëfs van Jacob (1837-1899) en Willem (1844-1910) Maris aangebracht. Van Wijk was overigens getrouwd met Anna Maris, de dochter van Jacob Maris. Matthijs Maris ontbreekt, aangezien hij in 1916 toen het beeld tot stand kwam nog leefde.<br />
Onderaan het monument, half op de paar traptreden, bevindt zich een halfnaakte vrouw. Zij heeft met opgeheven arm een tekst onder de twee portretten geschreven. Deze luidt: ‘Kunstenaars het land van Rembrandt waardig’. En daarmee is dit monument een duidelijk eerbetoon aan deze twee beroemde schilders van de Haagse School.</p>
";steen, brons en graniet;tegenover de Tobias Asserlaan;Monument voor gebroeders Maris, Charles van Wijk, 1916;Ralph Kämena;Sandra Spijkerman;https://haagsgemeentearchief.nl/mediabank/beeldcollectie/detail/41ee5e67-07d6-4308-b0a3-7e7b6b5d08ca/media/46e18fc4-f39f-43fd-9da6-861188cfe990?mode=detail&view=horizontal&q=Monument%20voor%20gebroeders%20Maris&rows=1&page=1;11 Carnegielaan;52.0860263558789;4.29263840124185;11;Carnegielaan;Wijk, Charles van;;;;79980.2990763997;455872.250731513
537;Spectre;"<p>In de kunstwereld wordt vaak gedacht in stereotiepen en hokjes. Wie bij het horen van de naam Jan Snoeck onmiddellijk denkt aan geabstraheerde keramische mensfiguren, zit er meestal niet ver naast. De gestileerde mensfiguren zijn karakteristiek voor deze Haagse beeldhouwer. Toch is het abstracte betonnen beeld op de stoep bij het Escampgemaal ook van hem.</p>
<p>Snoeck maakte ‘Spectre’ in 1966. In die tijd had hij de later voor hem zo kenmerkende beeldtaal nog niet gevonden. De cirkelvormige sculptuur die op een manshoge zuilvormige sokkel staat, wijkt in alle opzichten af van het werk waarmee de kunstenaar later bekendheid verwierf. Het is eerder aannemelijk om het aan een abstract werkende tijdgenoot van Snoeck toe te schrijven.</p>
<p>De titel van de grauwe betonnen sculptuur lijkt te verwijzen naar het natuurkundige begrip ‘spectrum’: een kleurenband die wordt verkregen door de ontbinding van licht. Aandachtige bestudering van de gelede opbouw van de hoofdvorm levert aanknopingspunten op. Aspecten als ontbinding en geleding van vormen en kleuren bieden houvast. Binnen het totale oeuvre van Snoeck blijft dit beeld echter een vreemde eend in de bijt, omdat elke relatie met concrete gegevens of waarnemingen ver weg lijkt te zijn.</p>
";beton;hoek Erasmusweg, op de stoep van het gemaal;Spectre, Jan Snoeck, 1966;Ralph Kämena;Wim van der Beek, eindredactie Sandra Spijkerman;https://haagsgemeentearchief.nl/mediabank/beeldcollectie/detail/c3b2678a-0fc1-11e3-b61c-003048976c14/media/1fe7c58f-c191-21fa-9d0a-eff0b9194833?mode=detail&view=horizontal&q=Spectre&rows=1&page=1;Loevesteinlaan 883, 2533 BW Den Haag, Nederland;52.04474883956246;4.288104825964343;883;Loevesteinlaan;Snoeck, Jan;;;;79600.0683048986;451284.841323742
